delivery_id,order_id,order_date,estimated_delivery_date,delivered_date,delivery_partner,delivery_status
DLV00350,ORD00350,2025-03-22,2025-03-26,,XpressBees,Delayed
DLV00351,ORD00351,2025-07-18,2025-07-22,,DTDC,In Transit
DLV00352,ORD00352,2025-01-21,2025-01-27,,DTDC,Delayed
DLV00353,ORD00353,2025-05-05,2025-05-11,,XpressBees,Delayed
DLV00354,ORD00354,2025-07-21,2025-07-24,,XpressBees,Delayed
DLV00355,ORD00355,2025-04-24,2025-04-27,,XpressBees,Delayed
DLV00356,ORD00356,2025-04-30,2025-05-07,,DTDC,Delayed
DLV00357,ORD00357,2025-12-19,2025-12-22,,XpressBees,In Transit
DLV00358,ORD00358,2025-03-06,2025-03-12,,Blue Dart,Out for Delivery
DLV00359,ORD00359,2025-05-24,2025-05-31,,XpressBees,Failed
DLV00360,ORD00360,2025-01-08,2025-01-10,,XpressBees,Failed
DLV00361,ORD00361,2025-01-14,2025-01-20,2025-01-19,Ecom Express,Delivered
DLV00362,ORD00362,2025-02-22,2025-02-25,2025-02-24,Blue Dart,Delivered
DLV00363,ORD00363,2025-04-02,2025-04-08,,DTDC,In Transit
DLV00364,ORD00364,2025-03-27,2025-03-31,,Blue Dart,Delayed
DLV00365,ORD00365,2025-08-06,2025-08-13,,DTDC,Delayed
DLV00366,ORD00366,2025-03-23,2025-03-26,,XpressBees,Out for Delivery
DLV00367,ORD00367,2025-12-27,2026-01-02,,XpressBees,Failed
DLV00368,ORD00368,2025-07-24,2025-07-30,2025-08-01,Delhivery,Delivered
DLV00369,ORD00369,2025-08-28,2025-09-01,,Blue Dart,Out for Delivery
DLV00370,ORD00370,2025-06-04,2025-06-06,,Delhivery,Failed
DLV00371,ORD00371,2025-03-16,2025-03-21,,Blue Dart,Out for Delivery
DLV00372,ORD00372,2025-03-02,2025-03-04,,DTDC,In Transit
DLV00373,ORD00373,2025-01-05,2025-01-11,,Delhivery,Failed
DLV00374,ORD00374,2025-07-27,2025-08-01,2025-08-04,Ecom Express,Delivered
DLV00375,ORD00375,2025-07-11,2025-07-18,,Ecom Express,Failed
DLV00376,ORD00376,2025-06-30,2025-07-04,,Ecom Express,Out for Delivery
DLV00377,ORD00377,2025-11-28,2025-12-03,,Blue Dart,Out for Delivery
DLV00378,ORD00378,2025-10-06,2025-10-10,,Blue Dart,Out for Delivery
DLV00379,ORD00379,2025-05-21,2025-05-24,,DTDC,Out for Delivery
DLV00380,ORD00380,2025-05-15,2025-05-17,,Blue Dart,Failed
DLV00381,ORD00381,2025-04-30,2025-05-05,2025-05-06,Blue Dart,Delivered
DLV00382,ORD00382,2025-07-04,2025-07-08,,XpressBees,Failed
DLV00383,ORD00383,2025-11-29,2025-12-04,,Ecom Express,Delayed
DLV00384,ORD00384,2025-09-29,2025-10-03,,Ecom Express,In Transit
DLV00385,ORD00385,2025-12-02,2025-12-09,,XpressBees,In Transit
DLV00386,ORD00386,2025-05-31,2025-06-03,,Ecom Express,Delayed
DLV00387,ORD00387,2025-01-08,2025-01-14,,Delhivery,Failed
DLV00388,ORD00388,2025-03-06,2025-03-09,,Delhivery,Failed
DLV00389,ORD00389,2025-06-27,2025-07-04,,Ecom Express,In Transit
DLV00390,ORD00390,2025-01-27,2025-01-31,,XpressBees,In Transit
DLV00391,ORD00391,2025-08-02,2025-08-09,,Blue Dart,Delayed
DLV00392,ORD00392,2025-05-08,2025-05-14,2025-05-13,Blue Dart,Delivered
DLV00393,ORD00393,2025-01-01,2025-01-05,,Delhivery,Failed
DLV00394,ORD00394,2025-05-15,2025-05-17,,Delhivery,Failed
DLV00395,ORD00395,2025-04-21,2025-04-25,,XpressBees,Failed
DLV00396,ORD00396,2025-03-16,2025-03-20,,Ecom Express,In Transit
DLV00397,ORD00397,2025-02-14,2025-02-21,,Delhivery,Delayed
DLV00398,ORD00398,2025-08-12,2025-08-19,,Ecom Express,Failed
DLV00399,ORD00399,2025-06-16,2025-06-20,,XpressBees,Failed
DLV00400,ORD00400,2025-01-23,2025-01-25,,Delhivery,In Transit
DLV00401,ORD00401,2025-02-28,2025-03-05,2025-03-06,DTDC,Delivered
DLV00402,ORD00402,2025-05-30,2025-06-02,,Blue Dart,Delayed
DLV00403,ORD00403,2025-03-25,2025-03-28,,Blue Dart,Failed
DLV00404,ORD00404,2025-02-22,2025-02-26,2025-02-28,DTDC,Delivered
DLV00405,ORD00405,2025-10-07,2025-10-12,2025-10-11,Blue Dart,Delivered
DLV00406,ORD00406,2025-04-05,2025-04-07,2025-04-06,Blue Dart,Delivered
DLV00407,ORD00407,2025-09-05,2025-09-07,,XpressBees,Failed
DLV00408,ORD00408,2025-12-08,2025-12-15,,Blue Dart,Delayed
DLV00409,ORD00409,2025-06-05,2025-06-09,2025-06-08,Delhivery,Delivered
DLV00410,ORD00410,2025-03-05,2025-03-11,,Blue Dart,In Transit
DLV00411,ORD00411,2025-04-24,2025-04-30,,Delhivery,Failed
DLV00412,ORD00412,2025-10-20,2025-10-22,,Ecom Express,Delayed
DLV00413,ORD00413,2025-10-10,2025-10-15,,Ecom Express,Delayed
DLV00414,ORD00414,2025-03-05,2025-03-09,,XpressBees,In Transit
DLV00415,ORD00415,2025-01-26,2025-02-02,,Delhivery,Delayed
DLV00416,ORD00416,2025-09-16,2025-09-18,,DTDC,Delayed
DLV00417,ORD00417,2025-09-29,2025-10-01,,Ecom Express,Out for Delivery
DLV00418,ORD00418,2025-11-10,2025-11-17,,XpressBees,Delayed
DLV00419,ORD00419,2025-02-02,2025-02-09,,DTDC,Delayed
DLV00420,ORD00420,2025-06-02,2025-06-09,2025-06-09,Ecom Express,Delivered
DLV00421,ORD00421,2025-02-03,2025-02-10,,Delhivery,In Transit
DLV00422,ORD00422,2025-04-08,2025-04-11,,Blue Dart,Out for Delivery
DLV00423,ORD00423,2025-11-17,2025-11-21,2025-11-23,Delhivery,Delivered
DLV00424,ORD00424,2025-12-29,2026-01-04,2026-01-07,DTDC,Delivered
DLV00425,ORD00425,2025-01-20,2025-01-27,,XpressBees,In Transit
DLV00426,ORD00426,2025-03-14,2025-03-21,,XpressBees,Failed
DLV00427,ORD00427,2025-10-11,2025-10-15,2025-10-14,XpressBees,Delivered
DLV00428,ORD00428,2025-01-11,2025-01-13,,DTDC,Out for Delivery
DLV00429,ORD00429,2025-10-29,2025-10-31,,XpressBees,Out for Delivery
DLV00430,ORD00430,2025-06-30,2025-07-03,2025-07-04,Ecom Express,Delivered
DLV00431,ORD00431,2025-12-05,2025-12-09,,Ecom Express,Out for Delivery
DLV00432,ORD00432,2025-06-23,2025-06-27,,Ecom Express,In Transit
DLV00433,ORD00433,2025-01-10,2025-01-15,,DTDC,In Transit
DLV00434,ORD00434,2025-03-12,2025-03-17,,DTDC,In Transit
DLV00435,ORD00435,2025-07-18,2025-07-24,,Blue Dart,Delayed
DLV00436,ORD00436,2025-02-27,2025-03-06,2025-03-06,XpressBees,Delivered
DLV00437,ORD00437,2025-01-06,2025-01-10,,XpressBees,In Transit
DLV00438,ORD00438,2025-02-12,2025-02-19,,DTDC,Delayed
DLV00439,ORD00439,2025-11-04,2025-11-07,,Delhivery,In Transit
DLV00440,ORD00440,2025-11-07,2025-11-12,,Blue Dart,In Transit
DLV00441,ORD00441,2025-10-06,2025-10-11,,Blue Dart,Out for Delivery
DLV00442,ORD00442,2025-06-13,2025-06-15,,XpressBees,In Transit
DLV00443,ORD00443,2025-09-03,2025-09-08,,Ecom Express,In Transit
DLV00444,ORD00444,2025-09-16,2025-09-18,,DTDC,Delayed
DLV00445,ORD00445,2025-09-28,2025-10-05,,XpressBees,In Transit
DLV00446,ORD00446,2025-07-19,2025-07-21,,DTDC,Delayed
DLV00447,ORD00447,2025-07-05,2025-07-10,,XpressBees,Out for Delivery
DLV00448,ORD00448,2025-07-19,2025-07-23,,Delhivery,Out for Delivery
DLV00449,ORD00449,2025-11-04,2025-11-11,,Ecom Express,Failed
DLV00450,ORD00450,2025-02-18,2025-02-21,2025-02-22,XpressBees,Delivered
DLV00451,ORD00451,2025-06-30,2025-07-02,,Blue Dart,Failed
DLV00452,ORD00452,2025-05-16,2025-05-20,,Delhivery,Out for Delivery
DLV00453,ORD00453,2025-05-18,2025-05-22,,Ecom Express,Failed
DLV00454,ORD00454,2025-12-29,2025-12-31,,Delhivery,In Transit
DLV00455,ORD00455,2025-10-29,2025-11-01,2025-11-02,Blue Dart,Delivered
DLV00456,ORD00456,2025-11-22,2025-11-26,,DTDC,In Transit
DLV00457,ORD00457,2025-12-28,2026-01-03,,Delhivery,Delayed
DLV00458,ORD00458,2025-04-03,2025-04-10,,Ecom Express,Out for Delivery
DLV00459,ORD00459,2025-02-03,2025-02-06,,DTDC,Failed
DLV00460,ORD00460,2025-08-30,2025-09-02,,Delhivery,Failed
DLV00461,ORD00461,2025-09-16,2025-09-21,,DTDC,In Transit
DLV00462,ORD00462,2025-08-09,2025-08-16,,DTDC,Out for Delivery
DLV00463,ORD00463,2025-04-10,2025-04-15,2025-04-16,Delhivery,Delivered
DLV00464,ORD00464,2025-12-28,2026-01-04,,DTDC,Delayed
DLV00465,ORD00465,2025-06-02,2025-06-08,,Blue Dart,Delayed
DLV00466,ORD00466,2025-05-04,2025-05-07,,XpressBees,Out for Delivery
DLV00467,ORD00467,2025-11-30,2025-12-04,,Blue Dart,Failed
DLV00468,ORD00468,2025-01-31,2025-02-06,,Ecom Express,Failed
DLV00469,ORD00469,2025-02-14,2025-02-20,,XpressBees,Delayed
DLV00470,ORD00470,2025-06-07,2025-06-11,,XpressBees,Out for Delivery
DLV00471,ORD00471,2025-07-29,2025-08-02,,DTDC,Delayed
DLV00472,ORD00472,2025-11-24,2025-11-26,,Delhivery,In Transit
DLV00473,ORD00473,2025-04-13,2025-04-16,,DTDC,Failed
DLV00474,ORD00474,2025-03-15,2025-03-20,,Ecom Express,Failed
DLV00475,ORD00475,2025-12-04,2025-12-06,,Blue Dart,Delayed
DLV00476,ORD00476,2025-07-03,2025-07-10,,DTDC,Delayed
DLV00477,ORD00477,2025-08-26,2025-08-29,,Delhivery,Delayed
DLV00478,ORD00478,2025-06-14,2025-06-16,,Ecom Express,Failed
DLV00479,ORD00479,2025-08-01,2025-08-06,2025-08-09,DTDC,Delivered
DLV00480,ORD00480,2025-01-03,2025-01-07,,DTDC,In Transit
DLV00481,ORD00481,2025-07-01,2025-07-06,2025-07-08,DTDC,Delivered
DLV00482,ORD00482,2025-12-10,2025-12-12,,XpressBees,Delayed
DLV00483,ORD00483,2025-03-31,2025-04-04,2025-04-05,DTDC,Delivered
DLV00484,ORD00484,2025-08-12,2025-08-16,,Delhivery,Out for Delivery
DLV00485,ORD00485,2025-12-12,2025-12-15,2025-12-17,XpressBees,Delivered
DLV00486,ORD00486,2025-04-10,2025-04-13,,XpressBees,Delayed
DLV00487,ORD00487,2025-11-06,2025-11-08,2025-11-08,Delhivery,Delivered
DLV00488,ORD00488,2025-10-12,2025-10-14,2025-10-13,Delhivery,Delivered
DLV00489,ORD00489,2025-02-16,2025-02-18,,XpressBees,Delayed
DLV00490,ORD00490,2025-10-16,2025-10-19,,XpressBees,Failed
DLV00491,ORD00491,2025-12-28,2025-12-31,,Blue Dart,Out for Delivery
DLV00492,ORD00492,2025-11-09,2025-11-16,,Ecom Express,In Transit
DLV00493,ORD00493,2025-05-12,2025-05-16,,Ecom Express,Delayed
DLV00494,ORD00494,2025-01-20,2025-01-27,2025-01-26,XpressBees,Delivered
DLV00495,ORD00495,2025-11-28,2025-12-01,,Delhivery,In Transit
DLV00496,ORD00496,2025-08-19,2025-08-22,2025-08-23,Delhivery,Delivered
DLV00497,ORD00497,2025-06-13,2025-06-18,2025-06-20,Ecom Express,Delivered
DLV00498,ORD00498,2025-01-10,2025-01-17,,DTDC,Delayed
DLV00499,ORD00499,2025-10-04,2025-10-10,,Blue Dart,Out for Delivery
DLV00500,ORD00500,2025-05-11,2025-05-18,2025-05-18,Blue Dart,Delivered
DLV00501,ORD00501,2025-08-31,2025-09-03,,XpressBees,Delayed
DLV00502,ORD00502,2025-01-25,2025-01-29,,XpressBees,Failed
DLV00503,ORD00503,2025-01-24,2025-01-30,,XpressBees,Out for Delivery
DLV00504,ORD00504,2025-11-29,2025-12-06,,Blue Dart,Failed
DLV00505,ORD00505,2025-11-04,2025-11-08,2025-11-10,XpressBees,Delivered
DLV00506,ORD00506,2025-06-27,2025-07-02,,Blue Dart,Failed
DLV00507,ORD00507,2025-08-27,2025-08-30,,Blue Dart,Delayed
DLV00508,ORD00508,2025-03-07,2025-03-11,2025-03-11,Delhivery,Delivered
DLV00509,ORD00509,2025-06-07,2025-06-13,,XpressBees,Failed
DLV00510,ORD00510,2025-03-27,2025-03-31,,Blue Dart,In Transit
DLV00511,ORD00511,2025-08-08,2025-08-12,,XpressBees,Delayed
DLV00512,ORD00512,2025-12-18,2025-12-20,,XpressBees,Out for Delivery
DLV00513,ORD00513,2025-06-07,2025-06-12,2025-06-11,DTDC,Delivered
DLV00514,ORD00514,2025-07-11,2025-07-14,,XpressBees,In Transit
DLV00515,ORD00515,2025-07-23,2025-07-25,,XpressBees,Delayed
DLV00516,ORD00516,2025-12-22,2025-12-28,,Ecom Express,Failed
DLV00517,ORD00517,2025-03-12,2025-03-14,,DTDC,Out for Delivery
DLV00518,ORD00518,2025-08-12,2025-08-16,,DTDC,In Transit
DLV00519,ORD00519,2025-07-02,2025-07-09,2025-07-10,XpressBees,Delivered
DLV00520,ORD00520,2025-08-15,2025-08-18,,Blue Dart,Failed
DLV00521,ORD00521,2025-01-18,2025-01-21,,Delhivery,In Transit
DLV00522,ORD00522,2025-07-15,2025-07-17,2025-07-18,Ecom Express,Delivered
DLV00523,ORD00523,2025-02-24,2025-02-27,,Ecom Express,Failed
DLV00524,ORD00524,2025-07-12,2025-07-18,,DTDC,Out for Delivery
DLV00525,ORD00525,2025-05-30,2025-06-05,,Ecom Express,Failed
DLV00526,ORD00526,2025-07-16,2025-07-22,,DTDC,Delayed
DLV00527,ORD00527,2025-02-28,2025-03-04,,Ecom Express,Out for Delivery
DLV00528,ORD00528,2025-01-01,2025-01-07,,XpressBees,Failed
DLV00529,ORD00529,2025-04-22,2025-04-28,,Ecom Express,Out for Delivery
DLV00530,ORD00530,2025-11-15,2025-11-22,2025-11-23,DTDC,Delivered
DLV00531,ORD00531,2025-04-24,2025-04-28,,Ecom Express,Out for Delivery
DLV00532,ORD00532,2025-02-01,2025-02-03,,XpressBees,Delayed
DLV00533,ORD00533,2025-08-22,2025-08-24,2025-08-27,Ecom Express,Delivered
DLV00534,ORD00534,2025-01-29,2025-01-31,,Ecom Express,Delayed
DLV00535,ORD00535,2025-05-20,2025-05-27,2025-05-27,DTDC,Delivered
DLV00536,ORD00536,2025-01-03,2025-01-08,,DTDC,Out for Delivery
DLV00537,ORD00537,2025-02-02,2025-02-05,,XpressBees,Delayed
DLV00538,ORD00538,2025-04-10,2025-04-15,,DTDC,Delayed
DLV00539,ORD00539,2025-11-04,2025-11-11,,Ecom Express,In Transit
DLV00540,ORD00540,2025-06-01,2025-06-03,,Delhivery,In Transit
DLV00541,ORD00541,2025-08-17,2025-08-19,,Blue Dart,Delayed
DLV00542,ORD00542,2025-03-09,2025-03-14,,Delhivery,Out for Delivery
DLV00543,ORD00543,2025-12-19,2025-12-23,2025-12-22,XpressBees,Delivered
DLV00544,ORD00544,2025-08-03,2025-08-07,,DTDC,Out for Delivery
DLV00545,ORD00545,2025-01-08,2025-01-12,,XpressBees,Failed
DLV00546,ORD00546,2025-04-12,2025-04-17,2025-04-18,DTDC,Delivered
DLV00547,ORD00547,2025-07-27,2025-08-02,2025-08-05,Ecom Express,Delivered
DLV00548,ORD00548,2025-03-04,2025-03-07,,XpressBees,Delayed
DLV00549,ORD00549,2025-05-19,2025-05-22,,Blue Dart,In Transit
DLV00550,ORD00550,2025-09-19,2025-09-21,2025-09-22,Delhivery,Delivered
DLV00551,ORD00551,2025-11-25,2025-12-02,,Ecom Express,Out for Delivery
DLV00552,ORD00552,2025-12-30,2026-01-04,2026-01-05,DTDC,Delivered
DLV00553,ORD00553,2025-02-08,2025-02-14,,Delhivery,Delayed
DLV00554,ORD00554,2025-08-02,2025-08-07,2025-08-08,Delhivery,Delivered
DLV00555,ORD00555,2025-04-01,2025-04-04,,XpressBees,Delayed
DLV00556,ORD00556,2025-12-28,2026-01-02,2026-01-02,XpressBees,Delivered
DLV00557,ORD00557,2025-06-20,2025-06-27,,XpressBees,Out for Delivery
DLV00558,ORD00558,2025-02-13,2025-02-19,,Blue Dart,Failed
DLV00559,ORD00559,2025-05-13,2025-05-19,,Blue Dart,Out for Delivery
DLV00560,ORD00560,2025-05-30,2025-06-03,,Delhivery,In Transit
DLV00561,ORD00561,2025-05-18,2025-05-23,2025-05-24,XpressBees,Delivered
DLV00562,ORD00562,2025-04-27,2025-05-04,,Ecom Express,Failed
DLV00563,ORD00563,2025-11-20,2025-11-26,,Blue Dart,Failed
DLV00564,ORD00564,2025-10-28,2025-11-01,,Blue Dart,In Transit
DLV00565,ORD00565,2025-07-18,2025-07-23,,Blue Dart,Failed
DLV00566,ORD00566,2025-07-09,2025-07-11,,Ecom Express,Delayed
DLV00567,ORD00567,2025-01-03,2025-01-06,,Delhivery,Out for Delivery
DLV00568,ORD00568,2025-11-20,2025-11-26,,XpressBees,Failed
DLV00569,ORD00569,2025-07-14,2025-07-19,,DTDC,Failed
DLV00570,ORD00570,2025-11-07,2025-11-11,,Ecom Express,Delayed
DLV00571,ORD00571,2025-07-10,2025-07-12,,Delhivery,Failed
DLV00572,ORD00572,2025-01-13,2025-01-15,,Ecom Express,Failed
DLV00573,ORD00573,2025-08-08,2025-08-15,,XpressBees,In Transit
DLV00574,ORD00574,2025-04-27,2025-05-01,,Delhivery,Failed
DLV00575,ORD00575,2025-04-21,2025-04-27,2025-04-30,Blue Dart,Delivered
DLV00576,ORD00576,2025-07-01,2025-07-04,2025-07-04,Delhivery,Delivered
DLV00577,ORD00577,2025-10-13,2025-10-18,,Blue Dart,In Transit
DLV00578,ORD00578,2025-07-28,2025-08-04,2025-08-05,XpressBees,Delivered
DLV00579,ORD00579,2025-08-28,2025-09-02,,XpressBees,Delayed
DLV00580,ORD00580,2025-01-17,2025-01-19,,Ecom Express,Delayed
DLV00581,ORD00581,2025-01-28,2025-01-30,,Ecom Express,In Transit
DLV00582,ORD00582,2025-12-08,2025-12-13,2025-12-12,DTDC,Delivered
DLV00583,ORD00583,2025-12-14,2025-12-17,,XpressBees,In Transit
DLV00584,ORD00584,2025-06-21,2025-06-26,,Delhivery,Failed
DLV00585,ORD00585,2025-06-23,2025-06-29,,XpressBees,Failed
DLV00586,ORD00586,2025-12-02,2025-12-07,,Blue Dart,Delayed
DLV00587,ORD00587,2025-01-30,2025-02-01,,XpressBees,Failed
DLV00588,ORD00588,2025-06-22,2025-06-25,,Blue Dart,Failed
DLV00589,ORD00589,2025-10-20,2025-10-24,,Ecom Express,Delayed
DLV00590,ORD00590,2025-10-31,2025-11-06,2025-11-05,DTDC,Delivered
DLV00591,ORD00591,2025-01-19,2025-01-23,2025-01-24,DTDC,Delivered
DLV00592,ORD00592,2025-09-13,2025-09-19,,DTDC,Failed
DLV00593,ORD00593,2025-01-21,2025-01-24,,Delhivery,Failed
DLV00594,ORD00594,2025-03-30,2025-04-03,,Blue Dart,In Transit
DLV00595,ORD00595,2025-03-25,2025-03-28,,DTDC,Delayed
DLV00596,ORD00596,2025-09-01,2025-09-03,,Blue Dart,In Transit
DLV00597,ORD00597,2025-03-22,2025-03-26,,Delhivery,In Transit
DLV00598,ORD00598,2025-05-31,2025-06-04,,Delhivery,In Transit
DLV00599,ORD00599,2025-08-02,2025-08-06,,Delhivery,Failed
DLV00600,ORD00600,2025-04-15,2025-04-21,,Ecom Express,In Transit
DLV00601,ORD00601,2025-09-15,2025-09-19,,XpressBees,Delayed
DLV00602,ORD00602,2025-05-21,2025-05-25,,Blue Dart,Failed
DLV00603,ORD00603,2025-02-10,2025-02-16,2025-02-18,Ecom Express,Delivered
DLV00604,ORD00604,2025-11-13,2025-11-16,,Ecom Express,Delayed
DLV00605,ORD00605,2025-03-12,2025-03-14,,Blue Dart,Failed
DLV00606,ORD00606,2025-01-22,2025-01-25,,DTDC,Failed
DLV00607,ORD00607,2025-02-24,2025-03-02,,Delhivery,Delayed
DLV00608,ORD00608,2025-10-05,2025-10-11,,Ecom Express,Delayed
DLV00609,ORD00609,2025-01-17,2025-01-24,,Blue Dart,Out for Delivery
DLV00610,ORD00610,2025-01-11,2025-01-16,,XpressBees,Failed
DLV00611,ORD00611,2025-11-11,2025-11-15,2025-11-18,XpressBees,Delivered
DLV00612,ORD00612,2025-05-29,2025-06-05,,Delhivery,Out for Delivery
DLV00613,ORD00613,2025-02-14,2025-02-16,2025-02-16,Blue Dart,Delivered
DLV00614,ORD00614,2025-06-18,2025-06-23,,Ecom Express,In Transit
DLV00615,ORD00615,2025-05-15,2025-05-17,2025-05-18,XpressBees,Delivered
DLV00616,ORD00616,2025-04-07,2025-04-10,,Delhivery,Out for Delivery
DLV00617,ORD00617,2025-03-11,2025-03-13,,Blue Dart,In Transit
DLV00618,ORD00618,2025-11-13,2025-11-16,,XpressBees,In Transit
DLV00619,ORD00619,2025-06-14,2025-06-20,,Blue Dart,Delayed
DLV00620,ORD00620,2025-08-05,2025-08-10,,XpressBees,Delayed
DLV00621,ORD00621,2025-02-12,2025-02-16,2025-02-15,Ecom Express,Delivered
DLV00622,ORD00622,2025-09-08,2025-09-12,,XpressBees,Out for Delivery
DLV00623,ORD00623,2025-10-05,2025-10-08,,Ecom Express,Out for Delivery
DLV00624,ORD00624,2025-07-23,2025-07-30,,Blue Dart,In Transit
DLV00625,ORD00625,2025-11-17,2025-11-19,,Delhivery,Delayed
DLV00626,ORD00626,2025-10-25,2025-11-01,,Blue Dart,Delayed
DLV00627,ORD00627,2025-01-28,2025-02-02,2025-02-01,Delhivery,Delivered
DLV00628,ORD00628,2025-06-05,2025-06-12,2025-06-14,DTDC,Delivered
DLV00629,ORD00629,2025-07-04,2025-07-07,2025-07-07,XpressBees,Delivered
DLV00630,ORD00630,2025-07-24,2025-07-26,,XpressBees,Failed
DLV00631,ORD00631,2025-11-04,2025-11-07,,Blue Dart,Delayed
DLV00632,ORD00632,2025-03-13,2025-03-16,,Blue Dart,In Transit
DLV00633,ORD00633,2025-05-17,2025-05-19,,XpressBees,Failed
DLV00634,ORD00634,2025-08-03,2025-08-09,,DTDC,Failed
DLV00635,ORD00635,2025-06-20,2025-06-23,,Delhivery,Failed
DLV00636,ORD00636,2025-04-07,2025-04-14,,XpressBees,Failed
DLV00637,ORD00637,2025-12-28,2026-01-02,2026-01-05,DTDC,Delivered
DLV00638,ORD00638,2025-05-18,2025-05-21,2025-05-24,DTDC,Delivered
DLV00639,ORD00639,2025-03-03,2025-03-06,,XpressBees,In Transit
DLV00640,ORD00640,2025-06-29,2025-07-02,,XpressBees,In Transit
DLV00641,ORD00641,2025-08-19,2025-08-26,,Delhivery,In Transit
DLV00642,ORD00642,2025-03-05,2025-03-09,2025-03-11,DTDC,Delivered
DLV00643,ORD00643,2025-04-17,2025-04-22,,Delhivery,Delayed
DLV00644,ORD00644,2025-08-31,2025-09-02,,XpressBees,Failed
DLV00645,ORD00645,2025-11-14,2025-11-21,,XpressBees,Failed
DLV00646,ORD00646,2025-01-02,2025-01-08,,XpressBees,Delayed
DLV00647,ORD00647,2025-05-08,2025-05-10,,Ecom Express,In Transit
DLV00648,ORD00648,2025-03-09,2025-03-12,,Delhivery,In Transit
DLV00649,ORD00649,2025-03-29,2025-04-05,,Ecom Express,Delayed
DLV00650,ORD00650,2025-10-10,2025-10-13,,Ecom Express,Failed
DLV00651,ORD00651,2025-06-20,2025-06-26,,Delhivery,In Transit
DLV00652,ORD00652,2025-08-08,2025-08-15,,DTDC,In Transit
DLV00653,ORD00653,2025-10-29,2025-11-04,,Delhivery,Failed
DLV00654,ORD00654,2025-12-31,2026-01-05,,DTDC,Delayed
DLV00655,ORD00655,2025-02-04,2025-02-06,2025-02-07,Blue Dart,Delivered
DLV00656,ORD00656,2025-07-15,2025-07-22,,Ecom Express,Delayed
DLV00657,ORD00657,2025-03-13,2025-03-17,,Delhivery,Out for Delivery
DLV00658,ORD00658,2025-02-07,2025-02-13,,Delhivery,Out for Delivery
DLV00659,ORD00659,2025-08-27,2025-08-29,,DTDC,Out for Delivery
DLV00660,ORD00660,2025-05-25,2025-05-28,,XpressBees,Out for Delivery
DLV00661,ORD00661,2025-03-19,2025-03-26,,XpressBees,Delayed
DLV00662,ORD00662,2025-05-30,2025-06-01,,XpressBees,Failed
DLV00663,ORD00663,2025-08-22,2025-08-25,,Ecom Express,Delayed
DLV00664,ORD00664,2025-12-31,2026-01-05,2026-01-07,XpressBees,Delivered
DLV00665,ORD00665,2025-08-02,2025-08-09,,XpressBees,In Transit
DLV00666,ORD00666,2025-02-02,2025-02-04,,XpressBees,Delayed
DLV00667,ORD00667,2025-05-22,2025-05-25,,Delhivery,Failed
DLV00668,ORD00668,2025-07-03,2025-07-10,,Ecom Express,Failed
DLV00669,ORD00669,2025-09-05,2025-09-12,,Delhivery,Out for Delivery
DLV00670,ORD00670,2025-03-14,2025-03-18,,Ecom Express,Failed
DLV00671,ORD00671,2025-12-09,2025-12-14,,Ecom Express,Failed
DLV00672,ORD00672,2025-10-10,2025-10-15,,DTDC,Delayed
DLV00673,ORD00673,2025-01-31,2025-02-06,2025-02-06,Delhivery,Delivered
DLV00674,ORD00674,2025-10-17,2025-10-20,,DTDC,Delayed
DLV00675,ORD00675,2025-01-13,2025-01-15,,Delhivery,Out for Delivery
DLV00676,ORD00676,2025-04-22,2025-04-28,,Blue Dart,Failed
DLV00677,ORD00677,2025-07-17,2025-07-19,,Delhivery,Delayed
DLV00678,ORD00678,2025-12-22,2025-12-29,,Ecom Express,Out for Delivery
DLV00679,ORD00679,2025-05-03,2025-05-10,2025-05-09,Blue Dart,Delivered
DLV00680,ORD00680,2025-06-09,2025-06-15,,Ecom Express,Out for Delivery
DLV00681,ORD00681,2025-12-23,2025-12-27,2025-12-30,DTDC,Delivered
DLV00682,ORD00682,2025-10-14,2025-10-17,,DTDC,Failed
DLV00683,ORD00683,2025-11-14,2025-11-16,,Blue Dart,Failed
DLV00684,ORD00684,2025-05-19,2025-05-26,,Blue Dart,Failed
DLV00685,ORD00685,2025-04-08,2025-04-12,,DTDC,In Transit
DLV00686,ORD00686,2025-04-15,2025-04-22,,Blue Dart,Failed
DLV00687,ORD00687,2025-07-16,2025-07-22,2025-07-23,Ecom Express,Delivered
DLV00688,ORD00688,2025-01-09,2025-01-11,,Delhivery,Out for Delivery
DLV00689,ORD00689,2025-12-08,2025-12-13,,DTDC,Out for Delivery
DLV00690,ORD00690,2025-09-26,2025-09-30,2025-09-29,XpressBees,Delivered
DLV00691,ORD00691,2025-10-09,2025-10-15,2025-10-16,Ecom Express,Delivered
DLV00692,ORD00692,2025-12-21,2025-12-24,2025-12-26,DTDC,Delivered
DLV00693,ORD00693,2025-05-18,2025-05-21,,Delhivery,Out for Delivery
DLV00694,ORD00694,2025-03-12,2025-03-19,,Ecom Express,In Transit
DLV00695,ORD00695,2025-07-22,2025-07-28,,Ecom Express,Out for Delivery
DLV00696,ORD00696,2025-12-06,2025-12-12,2025-12-13,Ecom Express,Delivered
DLV00697,ORD00697,2025-04-09,2025-04-14,,Blue Dart,In Transit
DLV00698,ORD00698,2025-01-13,2025-01-17,,Delhivery,Out for Delivery
DLV00699,ORD00699,2025-07-13,2025-07-17,2025-07-18,XpressBees,Delivered
DLV00700,ORD00700,2025-08-08,2025-08-10,,Delhivery,Failed
